name,phone,website,address,rating,reviews,city,category,email
StayAwake.98,,,", София център, бул. „Витоша“ 98, 1463 София",,,Червен бряг,drink shop,
Motherfathers,0884663570,,", София център, бул. „Витоша“ 81, 1463 София",,,Червен бряг,drink shop,
Fitline,,https://www.fitline.com/bg/bg?TP=20191448,", София център, ул. „Удово“ 1, 1463 София",,,Червен бряг,drink shop,
Wake & Bake cafè and eatery,0892406914,http://wakeandbakebg.com/,", Pette Kyosheta, бул. „Прага“ 30, 1606 София",,,Червен бряг,drink shop,
DABOV Specialty Coffee 5,0882477000,https://bg.dabov.coffee/,", Pette Kyosheta, бул. „Христо Ботев“ 1Б, 1606 София",,,Червен бряг,drink shop,
"Магазин, кафе",,,", София център, ул. „Доспат“ 38, 1463 София",,,Червен бряг,drink shop,
Млекарницата на Добрев,0884203156,http://dobrev-cheese.com/,", София център, ул. „Професор Фритьоф Нансен“ 31, 1142 София",,,Червен бряг,drink shop,
Ил Форнетто,0876174995,,", Pette Kyosheta, бул. „Генерал Скобелев“ 1, 1463 София",,,Червен бряг,drink shop,
Зимникъ,0888605419,https://www.facebook.com/Zimnika/,", Pette Kyosheta, бул. „Витоша“ 73, 1463 София",,,Червен бряг,drink shop,
Lindt,0899969485,,", София център, бул. „Генерал Скобелев“ 1, 1463 София",,,Червен бряг,drink shop,
Месарница Шеримес,,,", кв. Крива река, ул. „св. Георги Софийски“ 26, 1606 София",,,Червен бряг,drink shop,
Топ Дринкс,070020125,,", 1359 София",,,Червен бряг,drink shop,
Цигари и алкохол АБВ,0878597594,,", ж.к. Левски Г, 6 Б, 1836 София",,,Левски,магазин цигари,
"НКП ""Левски""",024719819,,", София център, бул. „Тодор Александров“ 25-19, 1000 София",,,Левски,магазин алкохол,
"""""Лимончето""",0886129752,,", София център, бул. „Васил Левски“ 30, 1142 София",,,Левски,магазин алкохол,
Wellness club Body Balance,0887219044,http://www.daotslabnem.com/,", София център, бул. „Васил Левски“ 8, 1142 София",,,Левски,магазин алкохол,
"Месарница ""При Миро""",0877858676,,", София център, бул. „Васил Левски“ 76, 1142 София",,,Левски,магазин алкохол,
Официален магазин на ПФК Левски,0888914052,https://fanshop.levski.bg/,", ж.к. Сухата река, ул. „Тодорини кукли“ №47, 1517 София",,,Левски,магазин алкохол,
Италиански магазин Pesto.bg,0884109326,https://pesto.bg/shop,", София център, бул. „Васил Левски“ 53, 1142 София",,,Левски,магазин алкохол,
Юзит калърс,029811900,https://usitcolours.bg/bg,", София център, бул. „Васил Левски“ 35-Б, 1142 София",,,Левски,магазин алкохол,
MBM - 2000,,,", до кръстовището бул. Васил Левски, ул. „Граф Игнатиев“ №68, София",,,Левски,магазин алкохол,
Кулинарен магазин Емили,0893719108,,", София център, бул. „Васил Левски“ 119, 1202 София",,,Левски,магазин алкохол,
магазин за алкохол и цигари- козметика Мажор Респект,0888811045,,", ж.к. Левски В до бл.1, 1836 София",,,Левски,магазин алкохол,
Коко Киров ЕООД,0892069982,http://www.facebook.com/KokoKirovEood,", Б, ул. „ген. Георги Вазов“ 20, 1517 София",,,Левски,магазин алкохол,
ChineseMall,,,", ж.к. Левски Г, бул. „Владимир Вазов“ 43, 1836 София",,,Левски,магазин алкохол,
Photosynthesis,0888024999,http://magazin.photosynthesis.bg/,", София център, бул. „Васил Левски“ 57, 1000 София",,,Левски,магазин алкохол,
Хранителен Магазин При Цуца,,,", ж.к. Левски Г, g.k. Levski G g.k. Levski G, 1836 София",,,Левски,магазин алкохол,
"Фен клуб ""Левски""",,,", София център, ул. „Цар Симеон“ 74, 1202 София",,,Левски,магазин алкохол,
Марина АЛ,0878198493,,", кв. Васил Левски, ул. „Рилска обител“ 14, 1000 София",,,Левски,магазин алкохол,
Дъ Бридж бар и динър,,,", София център, бул. „Васил Левски“ 5, 1000 София",,,Левски,магазин алкохол,
"Магазин за алкохол и цигари "" АТАМА""",,,", ж.к. Левски В, 17А, 1836 София",,,Левски,магазин алкохол,
"""Калея Си-Ди"" ООД",0888773610,,", кв. Васил Левски, ул. „Летоструй“ 84, 1517 София",,,Левски,магазин алкохол,
Уникални месни и млечни продукти,0898427454,,", кв. Васил Левски, ул. „Константин Фотинов“ 113а, 1517 София",,,Левски,магазин алкохол,
Baci Dolci Desserts Vasil Levski 101,0884607776,https://bacidolci.eu/,", София център, бул. „Васил Левски“ 101, 1000 София",,,Левски,магазин алкохол,
Елит спорт,0898760607,https://sportwearbg.com/,", София център, бул. „Евлоги и Христо Георгиеви“, 1142 София",,,Левски,денонощен магазин,
Официален фен магазин на ЦСКА,0882881948,https://cska.bg/shop,", София център, ул. „Солунска“ 12, 1000 София",,,Левски,нощен магазин,
Elegant Living,0876751761,https://www.elegantliving.bg/,", София център, бул. „Васил Левски“ 15 - 17, 1000 София",,,Левски,alcohol shop,
Kupi Bileti BG,0884040400,https://www.kupibileti.bg/,", Ндк, бул. „България“ 1, 1463 София",,,Левски,alcohol shop,
King's Spot,0887771623,https://www.instagram.com/kingsspotbg,", София център, бул. „Васил Левски“ 37, 1142 София",,,Левски,alcohol shop,
3oz Bar,0894923772,http://3ozbar.com/,", София център, бул. „Васил Левски“ 3, 1000 София",,,Левски,alcohol shop,
Мистър Пица,0888297454,http://www.mrpizza.bg/,", София център, бул. „Васил Левски“ 53, 1142 София",,,Левски,alcohol shop,
"Магазин ""Yo Li Sa""",0876002333,http://www.yolisagifts.com/,", София център, бул. „Васил Левски“ 74, 1142 София",,,Левски,вино магазин,
Сезон,,http://www.instagram.com/sezonsofia/,", София център, ул. „Екзарх Йосиф“ 69, 1000 София",,,Левски,вино магазин,
Бар Синтезис,0888607288,,", София център, бул. „Васил Левски“ 57, 1142 София",,,Левски,вино магазин,
Релакс,,https://www.facebook.com/404693305129/,", кв. Левски-Г, в градинката между блок 22А и бл.15, 1836 София",,,Левски,вино магазин,
reno.bg - онлайн магазин Рино,028691024,https://reno.bg/,", ж.к. Левски Г, бул. „Владимир Вазов“ 39, 1836 София",,,Левски,вино магазин,
COOLTURA | Create - Connect - Celebrate,0883304434,https://bebepogacha.com/,", София център, бул. „Васил Левски“ 59, 1142 София",,,Левски,вино магазин,
Brabantia Bulgaria,0893443362,http://brabantia.bg/,", ж.к. Левски Г, бул. „Владимир Вазов“ 39, ет 7, 1000 София",,,Левски,вино магазин,
Elephant Bookstore,0882343641,http://elephantbookstore.com/,", София център, ул. „Цар Шишман“ 31, 1000 София",,,Левски,вино магазин,
